ID_Transaccion,Fecha,ID_Cuenta,ID_Tarjeta,ID_Sucursal,Monto,SaldoActual
TR001332,2024-09-22,CU00315,T000024,S006,839,3450
TR001333,2025-05-28,CU00788,T000837,S009,1824,2929
TR001334,2025-03-27,CU00329,T000983,S020,623,2713
TR001335,2025-04-08,CU01041,T001235,S016,629,2015
TR001336,2024-11-12,CU00283,T000161,S006,97,7312
TR001337,2024-11-18,CU00943,T001279,S012,1964,9540
TR001338,2025-04-17,CU00258,T000114,S019,1306,627
TR001339,2024-10-06,CU00575,T000504,S013,1725,4919
TR001340,2025-06-07,CU00574,T000955,S013,1624,7979
TR001341,2025-06-03,CU00612,T001244,S004,819,8532
TR001342,2025-02-12,CU01043,T000357,S009,1979,8656
TR001343,2024-07-26,CU00837,T000169,S014,599,1308
TR001344,2024-10-03,CU00423,T000969,S014,934,4220
TR001345,2025-03-02,CU01490,T000242,S017,1562,6576
TR001346,2025-01-23,CU01397,T000139,S005,1916,3061
TR001347,2024-12-24,CU00758,T000097,S019,429,4876
TR001348,2025-05-03,CU00763,T000147,S002,1567,2517
TR001349,2025-06-24,CU01105,T001206,S013,1150,1716
TR001350,2024-08-15,CU00424,T001081,S011,1734,9327
TR001351,2024-11-17,CU00429,T001066,S002,1325,9011
TR001352,2025-04-16,CU01412,T000866,S001,543,4782
TR001353,2025-06-20,CU00204,T000543,S003,367,9265
TR001354,2024-09-28,CU00196,T000692,S012,1853,6925
TR001355,2025-01-24,CU00728,T001026,S007,1968,1946
TR001356,2025-05-02,CU00285,T001162,S001,1768,1471
TR001357,2024-07-25,CU00196,T000904,S009,1069,1566
TR001358,2025-01-09,CU00307,T000730,S018,1517,8982
TR001359,2024-08-12,CU00014,T001246,S020,1340,187
TR001360,2025-04-01,CU01170,T000331,S006,1213,2612
TR001361,2025-06-16,CU01081,T000617,S009,52,8785
TR001362,2025-03-23,CU00723,T000404,S008,564,1345
TR001363,2025-06-09,CU00780,T000508,S018,1356,6216
TR001364,2025-05-06,CU01234,T001151,S015,499,9433
TR001365,2025-06-02,CU00529,T001289,S001,977,4331
TR001366,2025-01-30,CU00798,T001039,S014,1342,1077
TR001367,2025-02-05,CU00344,T000226,S018,1434,8833
TR001368,2024-08-01,CU01303,T000984,S019,323,6822
TR001369,2025-02-22,CU00209,T000865,S019,1615,9694
TR001370,2024-12-12,CU00641,T001129,S010,1585,9102
TR001371,2025-05-19,CU01359,T000745,S020,1254,4607
TR001372,2024-10-06,CU01312,T000493,S006,1368,3592
TR001373,2025-02-10,CU00252,T000319,S017,1395,5025
TR001374,2025-06-20,CU01289,T001243,S014,556,1233
TR001375,2025-02-10,CU00271,T000773,S013,1316,4965
TR001376,2024-07-14,CU00920,T000452,S008,1461,7869
TR001377,2024-08-10,CU00419,T000944,S010,1271,8860
TR001378,2024-09-06,CU00795,T000848,S009,1964,3100
TR001379,2024-07-11,CU01235,T001017,S005,219,9613
TR001380,2024-10-31,CU01389,T001214,S004,534,7766
TR001381,2025-05-04,CU01100,T000884,S006,642,6804
TR001382,2024-12-04,CU01345,T000419,S006,519,7465
TR001383,2024-10-15,CU00725,T000865,S013,1808,6732
TR001384,2024-09-11,CU00433,T000789,S004,1496,1867
TR001385,2024-09-15,CU00109,T000495,S008,1374,2174
TR001386,2025-03-11,CU00641,T001063,S005,44,1241
TR001387,2025-03-14,CU01071,T000162,S002,1776,1177
TR001388,2025-04-10,CU00379,T000121,S009,1902,4699
TR001389,2024-12-29,CU01120,T000399,S011,65,6220
TR001390,2025-01-08,CU00958,T001286,S020,246,8443
TR001391,2024-11-17,CU00103,T000728,S020,987,4932
TR001392,2024-12-07,CU00892,T000561,S011,1609,8770
TR001393,2024-09-23,CU00854,T000604,S007,1095,1785
TR001394,2024-10-09,CU01170,T001153,S014,1733,3591
TR001395,2024-09-23,CU01051,T000540,S006,1725,1471
TR001396,2025-04-28,CU00530,T000356,S004,158,5559
TR001397,2025-03-15,CU00679,T000660,S006,938,3523
TR001398,2024-09-12,CU00989,T000432,S003,1499,9988
TR001399,2025-04-26,CU01106,T001089,S006,1866,4076
TR001400,2024-09-13,CU00428,T001242,S003,1049,1498
TR001401,2024-11-12,CU00822,T000563,S001,1874,5461
TR001402,2024-08-20,CU01186,T000817,S018,1607,1501
TR001403,2025-05-16,CU00932,T001098,S004,825,1512
TR001404,2025-01-21,CU01426,T000711,S006,1247,6530
TR001405,2024-08-31,CU01062,T001216,S017,160,3330
TR001406,2024-07-11,CU00511,T001213,S018,818,7621
TR001407,2025-05-21,CU00393,T000012,S006,1005,5949
TR001408,2025-01-03,CU00713,T000239,S002,75,6156
TR001409,2024-12-05,CU00494,T000453,S012,138,4822
TR001410,2025-05-23,CU01224,T000383,S012,1942,8209
TR001411,2025-02-11,CU01279,T000782,S004,479,1364
TR001412,2025-02-11,CU01203,T000048,S016,553,2359
TR001413,2025-02-25,CU00547,T000317,S020,1327,462
TR001414,2024-12-10,CU00594,T000209,S010,1934,6376
TR001415,2024-12-01,CU00389,T001143,S010,387,9824
TR001416,2025-03-01,CU01422,T000577,S007,472,6520
TR001417,2024-10-23,CU00158,T000315,S014,1358,5484
TR001418,2024-10-22,CU01028,T000754,S007,309,6848
TR001419,2024-11-11,CU00167,T001060,S012,1552,9675
TR001420,2025-04-22,CU01492,T000915,S011,887,7931
TR001421,2025-06-15,CU00960,T000755,S017,701,766
TR001422,2025-06-05,CU00409,T000554,S011,1564,2912
TR001423,2025-04-30,CU01436,T000403,S003,1187,2575
TR001424,2025-03-05,CU01228,T001131,S019,1000,7073
TR001425,2025-02-11,CU00194,T000039,S004,1922,3200
TR001426,2024-08-08,CU00235,T000581,S008,1853,3501
TR001427,2025-04-29,CU00718,T000180,S014,952,5115
TR001428,2024-07-10,CU01174,T000012,S020,1079,2651
TR001429,2025-05-27,CU01183,T000943,S014,786,2251
TR001430,2024-10-19,CU01303,T000548,S016,1479,6737
TR001431,2025-06-06,CU00816,T001150,S015,305,487
TR001432,2024-08-17,CU00404,T000063,S012,102,5964
TR001433,2024-09-29,CU00893,T000844,S016,1578,3261
TR001434,2024-09-23,CU00678,T001106,S020,775,2480
TR001435,2024-08-18,CU01335,T001009,S019,1412,8668
TR001436,2025-06-15,CU00068,T000034,S005,1707,4435
TR001437,2025-01-15,CU01487,T000752,S012,1232,1380
TR001438,2024-12-16,CU00088,T000049,S005,1339,843
TR001439,2024-11-11,CU00217,T000658,S010,1073,7456
TR001440,2024-07-04,CU00001,T000701,S017,572,3586
TR001441,2025-02-13,CU01159,T001081,S015,1542,8123
TR001442,2025-04-21,CU01375,T000109,S008,148,1168
TR001443,2024-07-15,CU00140,T000985,S008,1823,9300
TR001444,2024-12-20,CU00618,T000024,S008,1235,7071
TR001445,2024-10-17,CU00133,T000221,S010,1396,7626
TR001446,2025-01-24,CU00178,T000315,S020,1686,8634
TR001447,2024-09-05,CU00810,T000294,S013,597,730
TR001448,2024-10-18,CU01382,T001034,S016,978,397
TR001449,2024-12-29,CU00380,T001020,S009,1696,8248
TR001450,2025-01-19,CU00908,T001018,S016,1071,8989
TR001451,2025-01-10,CU00658,T000638,S010,1698,5416
TR001452,2025-02-19,CU00450,T000267,S003,499,1605
TR001453,2024-11-24,CU00586,T000088,S014,155,2925
TR001454,2024-08-31,CU00463,T000455,S013,230,8670
TR001455,2024-10-20,CU00990,T001172,S004,1324,8997
TR001456,2025-04-27,CU01132,T000757,S004,158,2514
TR001457,2024-12-31,CU00122,T000431,S006,1697,5756
TR001458,2024-10-27,CU00017,T000911,S019,923,9062
TR001459,2025-03-14,CU01220,T000242,S011,1271,9386
TR001460,2025-01-31,CU00327,T000702,S008,568,5247
TR001461,2025-04-13,CU00318,T000902,S014,1175,4544
TR001462,2025-06-14,CU00809,T000741,S008,299,7647
TR001463,2024-07-02,CU01276,T000066,S014,1078,9523
TR001464,2025-03-19,CU00503,T000972,S007,1247,1546
TR001465,2024-10-08,CU00119,T000378,S018,766,2502
TR001466,2024-12-03,CU00710,T000388,S012,1604,5742
TR001467,2025-06-01,CU00045,T000781,S014,565,1926
TR001468,2024-07-18,CU00314,T000209,S015,467,8018
TR001469,2025-06-04,CU01203,T000016,S018,1781,3947
TR001470,2024-12-18,CU00418,T000986,S012,486,1192
TR001471,2024-11-20,CU00556,T001244,S010,1576,4777
TR001472,2025-04-13,CU01102,T000367,S012,444,1820
TR001473,2025-04-04,CU00326,T000780,S008,1878,982
TR001474,2025-05-06,CU01381,T001253,S006,905,223
TR001475,2024-10-27,CU01440,T000440,S019,863,3590
TR001476,2024-11-13,CU00515,T000690,S001,1162,5897
TR001477,2025-02-28,CU00214,T001060,S013,1802,702
TR001478,2024-07-09,CU00074,T000847,S016,926,3931
TR001479,2024-12-08,CU00509,T000422,S018,1674,5560
TR001480,2024-10-21,CU00332,T001213,S012,1978,8596
TR001481,2024-08-14,CU01117,T001202,S005,292,7046
TR001482,2025-06-10,CU00688,T000608,S013,1234,3328
TR001483,2024-08-22,CU00657,T000020,S008,1708,9543
TR001484,2024-07-29,CU01293,T000676,S006,1721,9228
TR001485,2025-04-21,CU01400,T000382,S003,1835,6608
TR001486,2025-03-06,CU01028,T000609,S020,752,2413
TR001487,2024-07-23,CU01162,T000143,S004,1235,3389
TR001488,2024-09-02,CU01255,T000062,S012,875,7096
TR001489,2024-08-25,CU00600,T001266,S013,663,4944
TR001490,2024-10-25,CU01076,T000238,S002,1412,2298
TR001491,2024-07-15,CU00325,T001155,S019,1420,8977
TR001492,2025-05-23,CU00992,T001147,S004,1148,4335
TR001493,2024-09-09,CU00717,T000927,S013,1585,8346
TR001494,2025-01-05,CU00723,T000342,S019,920,3312
TR001495,2025-01-13,CU00277,T000455,S008,909,4269
TR001496,2025-06-12,CU00536,T001222,S008,124,3306
TR001497,2025-02-22,CU00152,T000282,S016,68,741
TR001498,2025-01-30,CU00955,T000886,S011,475,4939
TR001499,2025-01-24,CU00259,T001025,S018,358,6269
TR001500,2024-09-01,CU00324,T000723,S004,1767,7755
TR001501,2025-05-16,CU01017,T001236,S001,1480,161
TR001502,2025-06-18,CU00869,T000087,S001,1370,1323
TR001503,2024-07-06,CU01192,T000665,S014,1954,592
TR001504,2024-08-10,CU00688,T000862,S004,521,6922
TR001505,2025-05-06,CU00310,T000061,S011,1802,6711
TR001506,2024-11-08,CU00803,T000797,S018,1661,1239
TR001507,2025-05-17,CU01080,T000095,S016,1907,5590
TR001508,2025-05-15,CU00620,T000786,S017,833,6894
TR001509,2024-07-24,CU00473,T001171,S002,624,1355
TR001510,2025-06-03,CU01320,T001270,S004,1522,2595
TR001511,2024-09-23,CU00461,T000961,S003,1352,3385
TR001512,2025-03-17,CU01348,T000297,S015,1354,2355
TR001513,2025-04-12,CU00814,T001147,S002,1590,9293
TR001514,2025-06-13,CU00846,T000694,S019,427,1225
TR001515,2024-10-28,CU01165,T000399,S009,1009,3981
TR001516,2025-02-17,CU00667,T000946,S010,443,4205
TR001517,2025-05-08,CU00262,T001255,S019,601,1246
TR001518,2024-10-07,CU01444,T000534,S005,1119,886
TR001519,2025-06-23,CU01265,T000402,S014,1895,358
TR001520,2025-01-06,CU00355,T000130,S010,762,3949
TR001521,2025-05-31,CU00770,T000292,S016,955,6530
TR001522,2025-03-12,CU00180,T000276,S006,1475,6274
TR001523,2025-03-25,CU00066,T000912,S008,1341,4716
TR001524,2025-01-09,CU00820,T000926,S002,487,8280
TR001525,2024-10-18,CU01372,T000055,S018,1702,815
TR001526,2025-04-07,CU00171,T000739,S020,739,1743
TR001527,2025-04-12,CU00474,T001050,S008,648,223
TR001528,2025-03-04,CU00534,T000765,S005,896,1873
TR001529,2025-04-22,CU01391,T001221,S017,1601,9213
TR001530,2024-09-06,CU01131,T000642,S016,5,2277
TR001531,2025-06-22,CU00439,T001267,S005,632,6989
TR001532,2025-04-03,CU00835,T000724,S017,1395,1603
TR001533,2025-06-07,CU00227,T001214,S004,1755,5761
TR001534,2025-06-12,CU01468,T000802,S001,877,7194
TR001535,2024-06-28,CU00442,T000738,S006,986,2224
TR001536,2024-11-10,CU00396,T000758,S001,1579,3354
TR001537,2024-07-05,CU00728,T000567,S004,1212,2513
TR001538,2025-03-30,CU00084,T001300,S002,26,4487
TR001539,2024-11-02,CU01037,T000340,S013,1803,6189
TR001540,2024-09-01,CU00693,T000153,S014,162,5933
TR001541,2025-01-15,CU00493,T001004,S017,745,256
TR001542,2025-01-19,CU01292,T000427,S011,1154,9415
TR001543,2025-02-19,CU01144,T001003,S003,533,5103
TR001544,2025-04-15,CU00970,T000204,S007,883,5853
TR001545,2025-02-16,CU00353,T001136,S010,410,1017
TR001546,2024-12-26,CU01081,T000325,S011,1664,6353
TR001547,2025-01-12,CU00040,T001282,S010,1612,1802
TR001548,2024-11-26,CU01360,T000950,S008,1097,1765
TR001549,2025-04-27,CU00640,T000951,S005,1257,5489
TR001550,2025-05-28,CU00173,T000939,S002,855,7263
TR001551,2025-03-09,CU00259,T000957,S015,1130,5907
TR001552,2025-06-26,CU00517,T000894,S016,901,2211
TR001553,2025-05-15,CU00730,T000435,S004,9,3814
TR001554,2024-12-16,CU00523,T000371,S016,1655,7083
TR001555,2025-05-13,CU00839,T000933,S012,50,5210
TR001556,2025-01-19,CU00117,T000249,S014,1546,2497
TR001557,2024-10-26,CU00184,T000891,S012,1649,5554
TR001558,2025-03-24,CU01140,T000181,S016,442,1655
TR001559,2025-06-24,CU00162,T000703,S016,1802,4602
TR001560,2024-09-24,CU00543,T000999,S012,1614,443
TR001561,2024-08-14,CU01261,T000078,S002,36,1644
TR001562,2024-10-31,CU00839,T000919,S014,1226,4096
TR001563,2024-09-20,CU01090,T000885,S011,1848,6948
TR001564,2024-07-23,CU01094,T000336,S009,118,8330
TR001565,2024-10-12,CU00447,T000050,S007,702,4482
TR001566,2024-08-21,CU00416,T000085,S012,754,8146
TR001567,2024-07-29,CU00532,T000695,S017,1829,5086
TR001568,2024-09-23,CU00441,T000004,S009,1193,3523
TR001569,2024-09-05,CU00738,T000993,S006,1536,9320
TR001570,2024-10-27,CU00464,T000317,S012,230,335
TR001571,2024-09-16,CU00396,T001135,S020,560,8093
TR001572,2025-01-16,CU00711,T000763,S010,1174,9260
TR001573,2024-10-24,CU00395,T001157,S009,1879,5324
TR001574,2025-06-03,CU00326,T000612,S012,208,1330
TR001575,2024-12-18,CU01115,T001005,S001,1085,338
TR001576,2024-12-25,CU00750,T000914,S002,1867,5024
TR001577,2025-06-11,CU01094,T000799,S019,1141,151
TR001578,2025-03-14,CU01190,T000119,S001,239,9672
TR001579,2024-12-15,CU00642,T000350,S016,1907,1156
TR001580,2024-08-27,CU00214,T000917,S016,867,8313
TR001581,2024-11-24,CU01359,T000687,S018,48,8598
TR001582,2024-08-08,CU00369,T000542,S018,1472,7709
TR001583,2024-07-10,CU00049,T001079,S013,757,2709
TR001584,2024-08-18,CU01076,T000361,S012,1492,3700
TR001585,2025-03-24,CU01313,T000708,S009,1317,2065
TR001586,2025-06-03,CU01263,T000685,S005,1449,6632
TR001587,2024-11-09,CU00133,T000330,S009,517,3678
TR001588,2025-01-30,CU00999,T000219,S013,1636,5661
TR001589,2025-05-24,CU00786,T000208,S016,205,2643
TR001590,2025-04-29,CU01190,T000845,S010,1204,604
TR001591,2025-05-08,CU01398,T000085,S016,1553,8428
TR001592,2025-04-30,CU00373,T000685,S014,90,5184
TR001593,2025-03-21,CU00479,T000245,S002,500,9594
TR001594,2025-02-08,CU00832,T000872,S019,1132,4114
TR001595,2024-08-27,CU00650,T001023,S011,1214,6407
TR001596,2025-06-20,CU00682,T001236,S019,1204,3714
TR001597,2024-11-18,CU00688,T000596,S011,1785,5242
TR001598,2025-02-25,CU01324,T000685,S014,1787,6171
TR001599,2025-03-22,CU00082,T001207,S015,1044,4906
TR001600,2025-01-26,CU00087,T001157,S007,1383,606
TR001601,2024-12-24,CU00225,T001014,S015,1633,9825
TR001602,2025-03-16,CU00016,T001014,S008,1758,4103
TR001603,2024-10-26,CU00822,T000350,S004,1680,8999
TR001604,2025-05-06,CU01382,T000282,S018,7,9915
TR001605,2024-10-27,CU00163,T000293,S014,1886,7711
TR001606,2025-04-10,CU00514,T001293,S018,322,1807
TR001607,2024-07-05,CU00350,T001221,S004,268,8593
TR001608,2025-06-22,CU00681,T000984,S002,1451,2544
TR001609,2025-03-22,CU01488,T000020,S006,296,8609
TR001610,2025-04-15,CU01399,T000759,S011,1537,6006
TR001611,2025-01-01,CU01116,T000405,S001,570,3055
TR001612,2025-01-26,CU00181,T001139,S015,1411,3027
TR001613,2025-01-13,CU00743,T000701,S012,264,957
TR001614,2025-03-29,CU01325,T000980,S018,90,2820
TR001615,2024-11-09,CU00660,T000026,S005,1512,3122
TR001616,2025-04-11,CU01213,T000566,S011,1611,8968
TR001617,2024-09-29,CU01338,T000395,S019,1981,478
TR001618,2024-08-13,CU00493,T001001,S001,853,8508
TR001619,2024-08-13,CU00923,T000523,S017,1285,6158
TR001620,2025-03-12,CU00128,T000862,S008,488,7518
TR001621,2024-07-20,CU01450,T001107,S016,1818,5063
TR001622,2024-08-27,CU00565,T000802,S011,1365,4951
TR001623,2025-04-12,CU01211,T000550,S019,1353,3089
TR001624,2025-02-17,CU00550,T000087,S011,401,3930
TR001625,2024-11-05,CU00453,T000833,S015,357,5503
TR001626,2024-12-29,CU00471,T000387,S008,755,9798
TR001627,2025-05-16,CU00988,T000963,S014,499,6950
TR001628,2024-07-20,CU00738,T000668,S001,834,9582
TR001629,2024-09-23,CU00224,T000286,S010,435,2039
TR001630,2025-04-13,CU00154,T000698,S007,119,4794
TR001631,2024-07-04,CU00560,T000965,S018,1071,7425
TR001632,2024-09-29,CU00351,T000369,S012,1192,7815
TR001633,2025-04-13,CU01171,T000655,S002,1023,8527
TR001634,2024-10-27,CU00349,T000654,S018,348,7727
TR001635,2024-06-30,CU00182,T000697,S007,1528,4295
TR001636,2024-12-30,CU00637,T001024,S020,539,2886
TR001637,2024-11-09,CU01018,T000915,S012,1320,1477
TR001638,2024-12-26,CU00179,T000288,S020,1537,2855
TR001639,2025-01-19,CU01063,T000095,S014,1198,2183
TR001640,2024-11-05,CU00772,T000669,S010,1419,4509
TR001641,2025-03-19,CU00894,T000041,S009,1703,6670
TR001642,2025-03-12,CU01027,T000331,S015,530,4712
TR001643,2025-06-23,CU01016,T001179,S020,1627,6207
TR001644,2024-07-02,CU00064,T000504,S010,303,4204
TR001645,2024-12-21,CU00029,T000275,S019,202,3649
TR001646,2024-07-28,CU00372,T000179,S019,1557,4252
TR001647,2025-03-02,CU00097,T000137,S012,156,7757
TR001648,2024-12-16,CU01466,T000767,S012,1921,5578
TR001649,2025-04-16,CU01227,T000988,S009,14,2741
TR001650,2024-11-04,CU01435,T001204,S020,1044,5125
TR001651,2024-07-23,CU00993,T001206,S004,756,7864
TR001652,2025-04-25,CU00021,T001283,S001,889,2212
TR001653,2025-05-10,CU00735,T000243,S016,1481,3600
TR001654,2024-08-15,CU01126,T001120,S001,1197,6087
TR001655,2024-07-24,CU01070,T000197,S013,445,7724
TR001656,2024-09-04,CU00066,T000526,S003,1947,9301
TR001657,2024-10-18,CU00603,T000632,S012,122,1729
TR001658,2025-06-06,CU01188,T000408,S009,1521,9141
TR001659,2025-02-23,CU01135,T001293,S004,184,7461
TR001660,2025-04-28,CU00338,T001195,S002,1844,6360
TR001661,2025-06-04,CU00123,T000691,S009,1604,7022
TR001662,2024-12-23,CU00447,T000170,S020,1829,7266
TR001663,2024-11-04,CU00611,T000159,S013,1874,578
TR001664,2025-02-28,CU01315,T000447,S014,671,1410
TR001665,2025-03-05,CU00671,T001018,S003,49,2243
TR001666,2024-10-12,CU01436,T001106,S018,181,513
TR001667,2025-05-29,CU00615,T001081,S009,1831,9948
TR001668,2024-09-20,CU00897,T000112,S015,1418,4036
TR001669,2024-10-20,CU00281,T000048,S010,1417,8287
TR001670,2024-08-25,CU01067,T000376,S017,1372,1494
TR001671,2025-03-22,CU00596,T000828,S013,1500,2723
TR001672,2024-11-26,CU00703,T000033,S001,141,2390
TR001673,2025-02-27,CU01075,T000504,S011,530,738
TR001674,2024-09-17,CU00210,T000627,S005,1676,452
TR001675,2024-12-31,CU00126,T001027,S009,584,239
TR001676,2025-02-04,CU00492,T000042,S007,471,8543
TR001677,2025-05-29,CU00960,T000009,S007,1778,8960
TR001678,2024-10-03,CU00970,T001000,S002,1797,3942
TR001679,2024-10-29,CU00581,T000819,S019,1287,8608
TR001680,2024-11-19,CU00777,T000657,S020,143,4118
TR001681,2024-09-12,CU00258,T001166,S018,707,3026
TR001682,2024-07-02,CU01212,T000790,S010,1170,6992
TR001683,2024-11-04,CU00230,T001051,S005,294,7342
TR001684,2025-04-03,CU00189,T001067,S016,1562,1152
TR001685,2025-04-24,CU01439,T001155,S005,1533,3663
TR001686,2025-05-02,CU00010,T001240,S015,422,9415
TR001687,2024-07-16,CU01138,T000598,S016,1595,1443
TR001688,2024-07-01,CU01100,T000936,S004,564,669
TR001689,2025-02-18,CU00676,T001270,S014,417,7790
TR001690,2025-04-16,CU00502,T001012,S017,661,4016
TR001691,2024-10-09,CU00085,T000021,S017,913,9292
TR001692,2024-07-11,CU00049,T000999,S016,1131,3023
TR001693,2024-10-22,CU00838,T000457,S009,1342,4645
TR001694,2025-06-04,CU01008,T001014,S002,59,4025
TR001695,2024-11-15,CU00689,T000265,S011,1016,3352
TR001696,2024-07-01,CU00387,T000184,S015,258,7658
TR001697,2024-07-23,CU00970,T000227,S003,1984,3492
TR001698,2024-08-05,CU01413,T001270,S016,793,2717
TR001699,2024-09-07,CU01006,T001097,S019,1449,6035
TR001700,2025-01-28,CU00218,T001174,S006,531,4455
TR001701,2025-03-14,CU01005,T001093,S014,166,2113
TR001702,2024-07-19,CU01370,T000969,S005,1049,2027
TR001703,2024-08-15,CU01254,T000805,S005,1959,5432
TR001704,2024-08-29,CU00255,T001254,S006,4,6358
TR001705,2024-12-20,CU00236,T000723,S018,3,4647
TR001706,2024-10-06,CU01050,T001096,S018,418,7015
TR001707,2024-11-11,CU01285,T001002,S019,362,3819
TR001708,2025-03-09,CU00271,T000875,S002,906,9843
TR001709,2025-06-03,CU00123,T000084,S017,369,1782
TR001710,2025-03-25,CU00656,T000740,S001,539,484
TR001711,2024-09-06,CU01281,T000223,S009,880,4808
TR001712,2025-04-22,CU01445,T000793,S013,346,3136
TR001713,2024-11-26,CU00259,T000733,S004,731,7123
TR001714,2025-03-03,CU00948,T001240,S005,897,4752
TR001715,2025-05-21,CU00047,T001255,S018,1068,4545
TR001716,2024-11-24,CU00863,T000405,S010,724,489
TR001717,2024-10-08,CU00525,T001193,S004,564,3018
TR001718,2024-12-26,CU00888,T000329,S013,1177,2213
TR001719,2025-06-16,CU00208,T000426,S013,202,1242
TR001720,2025-02-25,CU01335,T000770,S017,321,845
TR001721,2024-11-18,CU00747,T001220,S008,464,6251
TR001722,2025-05-25,CU00149,T000608,S004,1035,1830
TR001723,2024-08-22,CU00438,T000526,S003,1604,4485
TR001724,2024-12-04,CU00155,T000625,S011,1251,4223
TR001725,2025-06-21,CU01114,T000077,S012,633,3330
TR001726,2024-12-02,CU00358,T000920,S009,333,2614
TR001727,2025-04-01,CU01198,T000946,S015,1493,1869
TR001728,2025-02-10,CU01241,T000466,S013,15,8399
TR001729,2025-04-16,CU00456,T001184,S005,1081,2586
TR001730,2024-07-24,CU00776,T000492,S005,1354,4398
TR001731,2025-02-16,CU00629,T000313,S019,1088,9068
TR001732,2025-03-20,CU01223,T001185,S011,230,8092
TR001733,2024-12-22,CU00832,T000308,S009,11,6544
TR001734,2024-08-31,CU00486,T001170,S003,1657,6121
TR001735,2024-12-27,CU00533,T000691,S018,1248,6146
TR001736,2025-04-19,CU00200,T000089,S013,1761,8729
TR001737,2025-02-03,CU00371,T000735,S012,1661,9326
TR001738,2025-04-07,CU01014,T000778,S009,1684,936
TR001739,2025-02-05,CU00853,T000751,S010,1764,4802
TR001740,2025-04-02,CU01472,T000371,S013,542,741
TR001741,2024-07-17,CU00248,T000451,S020,1530,3274
TR001742,2024-10-20,CU00788,T000167,S020,522,1908
TR001743,2025-05-27,CU00264,T000392,S013,1078,7753
TR001744,2024-09-10,CU01082,T000736,S009,1722,6353
TR001745,2025-04-01,CU01326,T000491,S010,1743,3975
TR001746,2025-06-10,CU00031,T000925,S019,767,8934
TR001747,2024-10-19,CU01273,T001174,S006,1181,8994
TR001748,2024-11-09,CU00605,T001067,S007,641,2948
TR001749,2024-09-11,CU01295,T000945,S015,570,3712
TR001750,2025-01-28,CU01418,T000029,S019,405,7162
TR001751,2025-05-17,CU00502,T001055,S014,1423,9140
TR001752,2025-04-25,CU01108,T000693,S016,707,2654
TR001753,2024-07-17,CU01389,T000128,S014,929,6420
TR001754,2025-02-10,CU00886,T000767,S020,1958,1562
TR001755,2025-05-03,CU00549,T000441,S002,1427,6062
TR001756,2025-03-08,CU01366,T000869,S009,1924,6911
TR001757,2025-04-17,CU00839,T000524,S003,1612,610
TR001758,2024-12-16,CU01431,T000760,S006,1113,2256
TR001759,2024-11-27,CU01449,T000110,S005,1890,3019
TR001760,2025-02-13,CU01117,T001269,S014,593,5291
TR001761,2025-01-20,CU00848,T000163,S015,186,6732
TR001762,2024-11-04,CU00614,T000560,S018,1862,9024
TR001763,2024-07-08,CU00412,T000399,S017,1804,1337
TR001764,2024-08-31,CU00432,T000583,S009,895,1580
TR001765,2025-04-22,CU00678,T000399,S019,79,2110
TR001766,2025-02-19,CU00159,T000239,S009,145,6997
TR001767,2025-01-19,CU00014,T001056,S016,1665,5729
TR001768,2024-10-28,CU00373,T001147,S006,14,4857
TR001769,2025-03-10,CU00225,T000110,S008,1655,7590
TR001770,2024-07-07,CU01097,T001295,S003,2,2835
TR001771,2025-02-11,CU01273,T000300,S005,516,4299
TR001772,2024-09-27,CU00511,T001002,S007,756,7386
TR001773,2025-04-07,CU00603,T000764,S001,66,6300
TR001774,2025-02-14,CU00216,T000249,S004,246,677
TR001775,2024-09-13,CU00988,T000521,S016,1626,8179
TR001776,2024-10-12,CU01244,T000034,S014,1454,918
TR001777,2024-08-27,CU00840,T000228,S001,1714,7288
TR001778,2024-11-26,CU00727,T000585,S004,572,4274
TR001779,2025-01-07,CU01245,T000958,S010,1256,1989
TR001780,2025-05-01,CU01413,T000813,S011,436,658
TR001781,2024-12-14,CU00554,T000724,S007,353,3033
TR001782,2024-12-03,CU01066,T000584,S004,1712,9911
TR001783,2024-11-22,CU00676,T000570,S001,679,6931
TR001784,2025-02-07,CU00873,T000220,S001,383,6049
TR001785,2025-05-04,CU00283,T000787,S017,1734,7743
TR001786,2025-05-22,CU01082,T000528,S010,1084,169
TR001787,2024-10-03,CU00834,T000075,S005,1950,1289
TR001788,2025-03-16,CU00537,T000136,S007,470,3002
TR001789,2024-07-27,CU01097,T000074,S008,1435,4440
TR001790,2025-03-30,CU00923,T000254,S002,1107,8975
TR001791,2024-07-13,CU01153,T001042,S009,74,5995
TR001792,2025-01-17,CU00842,T001022,S004,1335,7650
TR001793,2024-07-31,CU01450,T001067,S012,1478,5797
TR001794,2024-10-06,CU00948,T000050,S011,26,4010
TR001795,2025-04-05,CU00665,T000515,S005,1450,8362
TR001796,2025-03-09,CU01149,T000744,S012,1401,6084
TR001797,2025-06-07,CU00067,T000731,S004,1267,7815
TR001798,2024-11-14,CU00006,T000571,S013,835,9554
TR001799,2024-12-10,CU00637,T000576,S001,628,7847
TR001800,2024-12-08,CU00314,T001166,S018,1347,2255
TR001801,2025-03-05,CU01350,T000903,S004,1204,8056
TR001802,2024-10-04,CU00565,T000202,S004,774,9663
TR001803,2025-02-22,CU00826,T000207,S008,1009,2015
TR001804,2024-12-25,CU00506,T000415,S020,1650,8018
