ID_Usuario,Canal,Fecha,TiempoSesion
C00730,App,2025-04-11,7
C00953,App,2025-04-02,188
C00497,Cajero Virtual,2025-02-05,1624
C00630,App,2025-06-04,1140
C00455,Cajero Virtual,2024-07-14,2547
C00792,App,2025-03-12,63
C00080,Cajero Virtual,2024-12-08,441
C00978,Cajero Virtual,2025-05-14,1368
C00699,Web,2024-11-20,587
C00008,Cajero Virtual,2024-09-28,379
C00091,Web,2024-07-25,2343
C00346,Cajero Virtual,2024-08-12,1707
C00351,App,2025-05-18,1256
C00210,Web,2025-04-01,2488
C00258,App,2025-05-07,2442
C00041,App,2024-11-01,737
C00727,App,2025-05-28,3348
C00696,App,2024-07-07,874
C00304,Web,2024-08-13,704
C00241,App,2024-08-21,3239
C00618,Cajero Virtual,2025-06-13,99
C00534,Cajero Virtual,2024-07-18,2931
C00865,App,2025-01-30,2460
C00245,App,2025-03-03,3300
C00786,Cajero Virtual,2024-09-01,414
C00591,Cajero Virtual,2025-06-20,314
C00937,Cajero Virtual,2024-08-12,2374
C00835,App,2024-09-14,3134
C00304,Cajero Virtual,2025-05-15,2177
C00890,Web,2025-01-17,1786
C00535,App,2024-07-10,3524
C00111,Cajero Virtual,2024-07-08,1433
C00130,Cajero Virtual,2025-04-25,423
C00362,App,2024-09-24,2699
C00260,Web,2024-10-08,230
C00666,Cajero Virtual,2024-09-30,1595
C00531,Cajero Virtual,2024-10-28,677
C00561,Web,2024-08-06,3584
C00586,App,2025-04-01,716
C00214,App,2024-07-30,1949
C00053,Cajero Virtual,2025-06-24,2658
C00902,App,2024-08-23,338
C00190,Web,2024-06-29,246
C00641,App,2024-07-25,558
C00491,Cajero Virtual,2025-05-27,204
C00144,App,2024-07-08,2953
C00760,Cajero Virtual,2025-05-09,1217
C00180,Web,2024-08-11,3431
C00519,Web,2024-10-21,1578
C00856,Cajero Virtual,2024-11-05,674
C00803,App,2025-06-21,736
C00718,Web,2024-09-03,3326
C00068,App,2024-09-26,2332
C00873,App,2025-06-06,2266
C00655,Cajero Virtual,2025-06-05,1636
C00108,App,2025-01-31,573
C00185,Cajero Virtual,2025-03-01,182
C00752,Cajero Virtual,2025-05-10,1595
C00151,App,2025-01-22,974
C00723,App,2024-10-30,941
C00590,Web,2024-11-25,1247
C00475,Cajero Virtual,2024-07-19,208
C00740,App,2024-07-19,2471
C00759,App,2025-06-24,1194
C00893,App,2024-12-23,139
C00102,Web,2025-01-20,2251
C00726,Web,2024-11-20,254
C00139,App,2024-07-03,1190
C00388,App,2024-11-04,569
C00698,App,2025-03-10,1659
C00992,Web,2025-06-20,3468
C00680,Web,2024-09-08,426
C00489,App,2025-02-22,3519
C00058,Web,2024-08-29,3578
C00631,App,2024-12-13,1161
C00088,Web,2025-02-15,1430
C00122,App,2024-09-10,934
C00994,Web,2025-04-23,969
C00244,App,2025-05-27,762
C00067,Web,2024-07-23,569
C00294,Cajero Virtual,2025-05-25,2627
C00130,App,2025-04-26,231
C00855,App,2024-08-08,995
C00040,Cajero Virtual,2024-12-05,3316
C00212,Web,2025-03-30,2334
C00056,Web,2024-12-25,1657
C00712,Web,2024-11-08,2970
C00291,Cajero Virtual,2025-04-26,2102
C00817,Web,2024-06-29,1824
C00619,App,2024-10-09,790
C00707,App,2025-02-10,1416
C00352,Web,2024-12-06,1901
C00122,App,2025-05-05,2626
C00095,App,2024-10-27,1294
C00428,Cajero Virtual,2024-12-04,2437
C00799,Cajero Virtual,2025-06-16,1037
C00637,Cajero Virtual,2025-03-20,343
C00449,Cajero Virtual,2024-07-13,1613
C00844,App,2024-09-20,339
C00638,App,2025-04-25,2072
C00914,Web,2024-12-26,3107
C00344,Web,2025-01-05,1998
C00548,Web,2024-06-28,1946
C00958,Cajero Virtual,2024-07-02,586
C00925,Cajero Virtual,2025-04-27,1510
C00729,Cajero Virtual,2024-06-29,422
C00919,App,2024-11-29,1314
C00003,App,2025-05-18,1314
C00030,Cajero Virtual,2024-07-03,1043
C00977,Cajero Virtual,2025-05-08,1652
C00255,Web,2024-12-18,3364
C00045,App,2024-07-18,2426
C00177,App,2025-05-22,1178
C00222,Cajero Virtual,2024-11-20,1739
C00625,App,2024-08-17,1667
C00122,Cajero Virtual,2025-01-16,128
C00275,App,2025-04-16,433
C00960,Cajero Virtual,2025-06-02,2825
C00901,Cajero Virtual,2024-11-24,2862
C00744,App,2024-09-26,1986
C00312,App,2025-04-28,3342
C00418,Web,2024-07-10,515
C00761,App,2025-05-22,3330
C00329,App,2025-04-12,1366
C00103,App,2025-01-15,502
C00688,Web,2025-06-22,989
C00748,App,2025-04-22,417
C00282,App,2024-08-28,100
C00245,App,2025-01-21,1418
C00133,Cajero Virtual,2025-04-04,879
C00856,Cajero Virtual,2024-10-23,1077
C00671,App,2024-07-24,2476
C00792,Web,2025-03-06,2726
C00341,Web,2025-05-06,2197
C00022,Web,2024-07-15,2015
C00614,App,2024-09-18,2723
C00150,App,2024-11-20,451
C00981,Web,2025-04-07,1619
C00569,Cajero Virtual,2025-03-26,534
C00670,Cajero Virtual,2024-11-03,2580
C00881,Cajero Virtual,2025-03-07,2916
C00815,Web,2024-11-11,723
C00970,Web,2025-05-31,1390
C00707,Cajero Virtual,2025-04-25,1348
C00167,Web,2024-10-15,864
C00989,Web,2025-05-02,1544
C00345,Cajero Virtual,2024-08-30,819
C00706,Web,2024-07-17,1690
C00461,App,2024-08-31,1587
C00859,Web,2024-07-11,2294
C00925,App,2025-06-05,1473
C00910,App,2024-12-15,2202
C00260,Cajero Virtual,2025-05-05,246
C00200,Cajero Virtual,2024-07-14,815
C00005,Web,2024-07-08,3115
C00300,Web,2025-05-22,393
C00603,App,2024-10-15,163
C00536,Cajero Virtual,2025-01-23,466
C00236,Cajero Virtual,2024-10-04,512
C00747,Web,2025-04-01,1171
C00738,App,2024-12-16,1968
C00540,App,2025-04-12,848
C00152,Cajero Virtual,2024-09-13,3228
C00896,Web,2024-12-30,2563
C00246,Web,2024-09-04,2194
C00005,Web,2025-01-13,3584
C00013,Web,2024-07-20,3341
C00978,Cajero Virtual,2024-10-06,3483
C00567,Cajero Virtual,2025-01-29,3316
C00465,Web,2024-10-12,2344
C00286,Web,2024-11-16,2855
C00614,Cajero Virtual,2025-05-15,2362
C00339,App,2024-09-05,2617
C00214,Cajero Virtual,2024-11-11,2328
C00945,Web,2024-08-08,2525
C00113,Web,2025-06-21,1143
C00338,App,2024-10-24,2582
C00090,Cajero Virtual,2025-05-06,474
C00783,Web,2025-05-15,2260
C00759,Web,2025-03-11,728
C00476,Cajero Virtual,2024-12-29,588
C00030,App,2025-06-18,1490
C00540,Web,2025-03-11,1190
C00468,App,2024-10-11,480
C00388,App,2025-01-07,1407
C00580,Cajero Virtual,2025-05-14,61
C00357,Web,2025-02-08,1841
C00655,Cajero Virtual,2024-11-17,1303
C00546,Web,2025-01-15,2820
C00459,Web,2025-04-22,588
C00471,Cajero Virtual,2025-04-20,209
C00867,Cajero Virtual,2025-02-20,37
C00939,Cajero Virtual,2024-08-05,2653
C00227,Web,2024-11-01,1158
C00715,Web,2025-02-12,2460
C00573,App,2024-12-28,2696
C00191,App,2024-08-15,735
C00002,App,2025-06-17,3220
C00118,Web,2024-11-08,2960
C00308,Web,2024-10-13,1421
C00564,App,2025-02-21,3324
C00015,Web,2024-11-17,1527
C00424,App,2024-11-26,507
C00796,App,2024-09-11,1615
C00479,App,2025-04-10,1268
C00096,Cajero Virtual,2025-01-15,830
C00610,Web,2025-06-01,973
C00055,Web,2025-01-17,1391
C00946,App,2025-06-28,450
C00278,Web,2024-09-18,120
C00413,App,2025-05-29,3381
C00245,App,2024-10-18,634
C00840,Web,2025-05-24,212
C00982,Cajero Virtual,2025-06-28,2332
C00396,App,2025-04-01,3326
C00471,Cajero Virtual,2025-02-05,3335
C00038,Web,2025-02-14,2325
C00632,App,2025-04-26,1065
C00770,Web,2024-12-19,1447
C00140,Cajero Virtual,2025-01-09,3017
C00183,Web,2024-08-18,1533
C00213,App,2025-03-09,3436
C00126,Cajero Virtual,2025-03-20,2954
C00140,App,2024-11-01,2591
C00621,Web,2025-05-06,1834
C00479,Web,2025-04-24,2509
C00521,Cajero Virtual,2024-07-31,2501
C00463,App,2024-10-16,3387
C00032,Cajero Virtual,2025-01-25,1654
C00235,App,2025-03-10,2408
C00073,App,2024-12-26,3306
C00472,Cajero Virtual,2024-10-15,2982
C00648,Web,2025-03-10,1067
C00766,Cajero Virtual,2025-01-03,1252
C00628,Cajero Virtual,2024-12-21,646
C00668,Cajero Virtual,2024-09-09,1357
C00952,App,2025-03-29,2717
C00594,Cajero Virtual,2024-12-21,3564
C00619,Cajero Virtual,2025-05-26,2254
C00741,Web,2025-01-19,2137
C00292,Cajero Virtual,2024-12-22,936
C00629,Web,2025-06-02,1123
C00933,Web,2024-09-10,1061
C00288,Web,2024-09-07,2422
C00213,App,2024-07-28,3463
C00167,App,2025-03-13,3506
C00049,App,2024-10-27,1510
C00221,Web,2024-11-16,1938
C00402,Web,2024-12-28,2440
C00791,App,2025-03-02,711
C00289,Web,2024-07-11,994
C00880,Web,2025-03-18,1380
C00969,App,2024-09-13,55
C00179,App,2024-07-13,1641
C00171,Web,2024-11-06,2992
C00998,App,2025-06-14,2803
C00004,Cajero Virtual,2025-02-02,2634
C00336,Web,2025-04-22,2362
C00195,Cajero Virtual,2024-11-15,3176
C00968,Web,2025-03-08,1757
C00464,App,2024-11-08,2064
C00893,Cajero Virtual,2024-07-23,1433
C00770,App,2024-12-14,2077
C00557,Web,2024-08-30,776
C00467,App,2025-03-10,2004
C00344,Cajero Virtual,2024-10-08,356
C00208,Cajero Virtual,2024-09-06,3451
C00627,App,2025-06-25,2743
C00936,Web,2024-11-12,564
C00503,Web,2024-10-07,2559
C00130,App,2024-09-18,2395
C00672,Web,2025-01-24,2893
C00001,App,2024-12-02,922
C00786,Cajero Virtual,2025-02-05,1527
C00487,Cajero Virtual,2025-05-09,25
C00448,App,2025-05-05,92
C00672,Web,2025-01-16,2377
C00777,Cajero Virtual,2025-02-20,1913
C00823,App,2024-07-09,1562
C00323,App,2024-11-12,3020
C00760,Web,2025-04-05,602
C00024,App,2024-09-14,1711
C00377,Web,2024-10-09,342
C00779,Cajero Virtual,2025-06-10,2945
C00156,Web,2025-04-04,1472
C00272,Web,2024-09-13,2444
C00093,Web,2025-04-12,542
C00873,Web,2025-05-04,2574
C00524,Web,2024-07-21,3574
C00750,App,2024-07-03,1431
C00121,Cajero Virtual,2025-04-28,1154
C00452,Web,2025-06-12,3203
C00602,Web,2025-06-07,3590
C00900,Cajero Virtual,2024-09-16,1747
C00587,App,2024-10-08,1173
C00322,Web,2025-04-06,2029
C00031,Web,2024-09-04,1300
C00952,Cajero Virtual,2025-04-05,3268
C00434,Web,2025-05-02,409
C00707,Web,2024-10-25,883
C00601,Cajero Virtual,2024-08-01,1660
C00610,App,2025-05-11,71
C00129,Web,2025-06-23,1223
C00453,Cajero Virtual,2024-08-31,545
C00807,App,2025-04-27,819
C00436,App,2024-09-11,602
C00607,App,2025-01-10,1489
C00676,App,2025-05-13,1992
C00507,App,2025-03-13,3162
C00963,App,2025-04-07,885
C00742,App,2025-03-27,2895
C00652,Web,2024-12-21,1812
C00317,Cajero Virtual,2024-09-12,2835
C00464,Cajero Virtual,2024-10-19,1735
C00328,Web,2024-06-28,952
C00907,App,2024-12-10,1592
C00109,App,2024-08-30,1773
C00526,App,2024-12-01,1
C00475,App,2024-12-07,1191
C00978,Cajero Virtual,2024-07-08,549
C00950,Web,2025-04-19,1810
C00392,Cajero Virtual,2024-07-27,968
C00673,App,2024-10-07,2639
C00644,Cajero Virtual,2025-01-01,1266
C00113,App,2025-02-25,2182
C00286,Web,2024-07-23,3324
C00852,App,2024-12-27,869
C00606,App,2024-12-21,3094
C00347,App,2024-09-03,1803
C00601,Web,2024-07-02,2778
C00822,App,2025-02-07,1096
C00646,Web,2024-10-10,521
C00261,Web,2024-10-31,909
C00718,Cajero Virtual,2025-02-12,1923
C00307,Cajero Virtual,2024-08-04,1987
C00910,Web,2025-01-19,1731
C00034,Web,2024-07-19,1838
C00169,Cajero Virtual,2025-01-01,2844
C00345,App,2024-09-21,501
C00935,App,2025-06-07,2026
C00146,Cajero Virtual,2024-11-18,1823
C00532,Web,2025-04-25,1332
C00619,App,2024-08-05,251
C00648,App,2024-10-01,2953
C00538,Web,2024-09-15,1627
C00246,App,2025-06-18,1228
C00341,Cajero Virtual,2025-01-21,2056
C00667,Web,2025-06-26,2156
C00928,Cajero Virtual,2025-03-09,1769
C00554,Web,2025-02-02,1878
C00690,Cajero Virtual,2024-12-05,2865
C00081,App,2025-01-30,2571
C00689,Cajero Virtual,2025-01-15,1397
C00705,Cajero Virtual,2025-04-22,386
C00191,App,2024-08-18,1949
C00283,Cajero Virtual,2024-12-07,183
C00758,Web,2025-03-20,3381
C00612,Cajero Virtual,2025-02-16,2970
C00971,Web,2025-04-24,1203
C00489,Web,2025-03-28,1015
C00035,Web,2025-05-13,1628
C00294,Cajero Virtual,2024-10-08,3299
C00806,Web,2025-06-14,3590
C00042,App,2025-05-13,1892
C00170,App,2025-04-22,1036
C00945,Web,2025-06-14,1274
C00569,Web,2024-08-17,3490
C00868,Cajero Virtual,2025-03-10,3449
C00566,App,2024-06-28,2246
C00394,Web,2025-03-09,1472
C00188,Cajero Virtual,2024-09-02,37
C00296,App,2024-08-17,2941
C00385,Cajero Virtual,2024-09-10,421
C00888,Cajero Virtual,2024-08-12,3080
C00598,Cajero Virtual,2024-10-01,2213
C00064,App,2024-08-03,120
C00081,Cajero Virtual,2025-02-08,744
C00780,App,2024-12-23,2420
C00185,App,2024-11-23,2281
C00461,Web,2024-11-24,1454
C00345,App,2024-07-26,2335
C00538,App,2024-08-30,738
C00238,App,2024-08-22,1419
C00296,Cajero Virtual,2025-03-09,1444
C00878,App,2024-07-04,452
C00487,Web,2024-10-05,2705
C00369,Web,2025-05-27,2042
C00299,App,2024-12-05,1786
C00737,Web,2025-06-19,1296
C00840,App,2024-09-17,1310
C00909,Web,2025-03-26,1063
C00090,App,2024-08-22,1580
C00440,Cajero Virtual,2024-08-23,3569
C00529,Cajero Virtual,2024-08-03,965
C00088,Cajero Virtual,2024-10-27,1512
C00024,Web,2025-04-27,372
C00332,Web,2024-09-15,2597
C00735,Cajero Virtual,2025-02-22,1003
C00058,Web,2025-06-13,3482
C00464,Cajero Virtual,2024-07-27,1280
C00189,App,2024-09-09,2524
C00464,Cajero Virtual,2024-08-20,2259
C00222,App,2024-08-12,405
C00924,App,2025-03-17,2652
C00963,App,2024-07-07,1555
C00353,Web,2024-08-12,2660
C00051,Web,2024-10-18,1419
C00088,Web,2024-08-12,581
C00222,Cajero Virtual,2024-07-22,3202
C00488,Cajero Virtual,2024-09-08,2073
C00860,App,2024-07-11,627
C00879,Web,2025-05-29,3162
C00167,App,2025-03-07,1822
C00706,App,2025-01-07,1297
C00973,Web,2024-07-26,341
C00101,Web,2025-02-22,212
C00714,App,2024-10-29,2962
C00424,Cajero Virtual,2024-08-17,1647
C00525,Web,2025-06-28,2000
C00147,Cajero Virtual,2025-05-10,3420
C00262,Cajero Virtual,2025-05-18,2636
C00146,App,2024-09-18,2344
C00488,App,2024-10-08,1414
C00521,Web,2025-05-31,3160
C00081,App,2025-04-20,1010
C00580,Cajero Virtual,2025-01-26,2475
C00822,App,2025-06-09,3014
C00126,App,2024-10-28,913
C00562,App,2025-04-29,3242
C00582,Web,2025-01-29,3219
C00139,App,2024-12-19,1903
C00951,Web,2025-04-24,3312
C00886,App,2025-04-23,55
C00682,Web,2024-08-02,1628
C00602,Cajero Virtual,2025-02-18,2813
C00139,Cajero Virtual,2024-12-25,881
C00072,Web,2024-08-21,1974
C00245,Web,2025-01-16,2003
C00579,Web,2025-05-08,1800
C00642,App,2024-12-11,3592
C00210,Cajero Virtual,2025-01-21,2885
C00194,App,2024-10-10,1323
C00538,Web,2025-05-07,1634
C00332,Web,2025-06-17,2610
C00511,App,2025-03-12,725
C00293,App,2025-03-16,2052
C00730,Web,2024-11-17,2412
C00036,Cajero Virtual,2025-05-09,1316
C00528,Web,2025-02-09,1413
C00078,Cajero Virtual,2025-05-10,753
C00834,Web,2024-12-26,3071
C00021,App,2025-01-03,3543
C00647,Web,2025-02-01,1555
C00245,Web,2024-09-19,426
C00395,Web,2025-02-18,399
C00696,App,2024-07-02,3002
C00684,App,2025-01-15,304
C00054,Cajero Virtual,2024-12-08,2888
C00093,Web,2024-09-24,1737
C00953,Cajero Virtual,2025-04-05,104
C00826,Web,2025-05-23,3403
C00293,App,2025-05-16,364
C00376,Web,2024-11-27,3438
C00176,App,2025-05-03,1106
C00190,Web,2024-12-27,1855
C00758,App,2024-07-07,567
C00807,Cajero Virtual,2025-02-15,2848
C00988,Web,2025-01-08,1772
C00192,Cajero Virtual,2025-01-30,2724
C00616,Cajero Virtual,2024-12-19,1109
C00068,Web,2024-10-13,1243
C00324,Cajero Virtual,2025-02-21,2416
C00155,Web,2025-01-29,1898
C00454,App,2025-01-23,725
C00226,Cajero Virtual,2025-01-10,715
C00233,App,2025-06-24,2873
C00508,Cajero Virtual,2024-09-26,1836
C00104,App,2024-11-03,1266
C00466,App,2025-03-24,3234
C00828,App,2024-07-25,1203
C00428,App,2025-05-20,1989
C00752,App,2025-03-16,92
C00926,App,2025-05-31,1524
C00993,Cajero Virtual,2025-05-22,1674
C00442,Web,2025-05-24,1530
C00724,App,2025-03-27,624
C00126,App,2024-07-16,169
C00635,Cajero Virtual,2025-02-04,2435
C00036,App,2024-10-25,3393
C00238,Web,2024-12-13,2149
C00242,App,2025-02-04,1320
C00133,Cajero Virtual,2025-06-27,3057
C00892,Cajero Virtual,2025-03-19,2241
C00227,Cajero Virtual,2025-02-04,1485
C00403,Web,2025-02-26,870
C00396,Web,2025-01-27,2767
C00090,Web,2024-07-27,3358
C00255,App,2025-06-15,3288
C00956,App,2025-06-11,1480
C00083,Cajero Virtual,2024-08-18,3011
C00500,Cajero Virtual,2025-01-22,975
C00651,Web,2024-11-22,2276
C00309,Web,2025-01-18,361
C00532,App,2024-07-26,43
C00841,App,2024-08-27,2229
C00084,App,2024-09-23,2559
C00027,Web,2025-02-27,2510
C00570,Cajero Virtual,2025-01-21,1883
C00379,Web,2024-08-23,2334
C00901,Cajero Virtual,2025-06-25,1321
C00330,Cajero Virtual,2025-06-14,1580
C00393,Web,2025-05-25,3109
C00217,Cajero Virtual,2024-11-05,1909
C00845,App,2025-03-13,1785
C00381,App,2025-02-06,1926
C00637,App,2024-08-20,3155
C00800,Cajero Virtual,2025-03-07,1916
C00712,Cajero Virtual,2025-03-20,2981
C00950,Cajero Virtual,2024-07-25,257
C00941,Web,2024-10-17,1241
C00508,Cajero Virtual,2025-01-04,2570
C00283,Web,2024-11-14,750
C00214,Cajero Virtual,2025-06-01,3098
C00156,App,2024-08-25,3323
C00530,App,2024-08-11,3287
C00855,Web,2024-07-31,657
C00617,Cajero Virtual,2024-10-31,2368
C00159,App,2024-12-26,734
C00041,App,2025-06-20,2459
C00802,App,2024-11-19,2507
C00505,Web,2025-03-27,3396
C00519,Web,2025-06-17,2387
C00005,App,2025-05-28,228
C00021,App,2024-11-07,1260
C00646,Cajero Virtual,2024-07-19,2414
C00941,Web,2025-05-18,2482
C00632,Web,2025-03-10,2906
C00242,Web,2025-02-08,2497
C00931,App,2024-11-26,2555
C00106,App,2024-07-10,3348
C00343,Web,2024-09-19,2110
C00643,App,2024-11-19,3403
C00417,App,2024-09-11,187
C00038,Cajero Virtual,2024-07-31,1561
C00599,App,2024-10-05,2940
C00336,Cajero Virtual,2025-02-19,1529
C00473,Web,2024-09-26,851
C00113,Web,2024-12-17,2656
C00251,Cajero Virtual,2024-10-02,1345
C00912,App,2025-04-14,1217
C00345,Web,2025-06-21,2302
C00874,App,2025-01-25,579
C00071,Web,2025-06-18,314
C00264,App,2024-11-09,3054
C00899,App,2025-03-09,3296
C00581,App,2025-05-06,431
C00384,Cajero Virtual,2025-05-27,1380
C00767,Cajero Virtual,2025-01-19,3499
C00787,Web,2025-04-17,1416
C00391,App,2025-03-21,2270
C00598,Cajero Virtual,2025-06-09,3175
C00730,Cajero Virtual,2025-05-25,2366
C00562,App,2025-01-30,2808
C00473,App,2024-07-06,1698
C00511,App,2025-04-18,1800
C00134,App,2024-07-13,1243
C00389,Web,2024-09-04,3510
C00742,Cajero Virtual,2025-03-21,2814
C00061,Web,2024-11-20,2003
C00764,Web,2025-04-26,2775
C00742,Web,2025-04-14,3241
C00470,Cajero Virtual,2024-11-28,1616
C00351,Web,2024-12-15,2120
C00058,Cajero Virtual,2025-02-25,1599
C00918,Web,2024-12-10,990
C00185,Cajero Virtual,2024-08-03,456
C00203,Web,2024-08-22,3147
C00032,Web,2025-04-26,1287
C00657,Web,2025-06-23,1493
C00954,Web,2025-04-18,610
C00169,App,2025-02-18,2645
C00022,Web,2024-06-30,2885
C00848,Web,2025-01-29,1842
C00810,Cajero Virtual,2025-01-06,939
C00079,Web,2024-08-18,2938
C00136,Cajero Virtual,2024-12-29,2833
C00302,Cajero Virtual,2024-11-15,1685
C00688,Cajero Virtual,2025-02-21,2566
C00883,Web,2025-04-06,1645
C00387,App,2025-05-12,1223
C00589,Web,2024-11-05,2891
C00542,Cajero Virtual,2024-11-02,3410
C00284,Cajero Virtual,2025-06-19,2086
C00329,Cajero Virtual,2025-01-01,2367
C00460,Cajero Virtual,2024-12-12,2688
C00153,App,2025-03-22,140
C00933,App,2024-12-21,3320
C00725,Web,2025-06-14,2966
C00691,App,2024-11-14,1795
C00807,Cajero Virtual,2025-05-16,1683
C00487,App,2024-12-09,427
C00595,Web,2025-03-03,2903
C00712,Web,2024-10-30,2018
C00998,App,2025-02-01,1219
C00835,App,2024-08-21,215
C00982,Cajero Virtual,2025-02-07,1913
C00641,Cajero Virtual,2024-08-31,2693
C00806,Cajero Virtual,2024-11-02,541
C00948,Web,2025-06-23,2924
C00191,Web,2024-09-24,2437
C00052,App,2025-03-18,1453
C00595,Cajero Virtual,2024-10-12,1718
C00341,App,2024-07-05,2200
C00700,App,2024-07-24,3175
C00525,Web,2025-06-25,1429
C00731,Cajero Virtual,2024-11-24,1312
C00017,App,2024-08-22,747
C00242,Web,2024-11-15,2181
C00340,Cajero Virtual,2025-04-30,3518
C00670,Cajero Virtual,2025-04-13,3474
C00678,Cajero Virtual,2025-04-23,2790
C00651,Web,2025-01-04,3107
C00411,Cajero Virtual,2025-03-29,2640
C00294,App,2025-04-30,2915
C00028,Web,2024-11-10,754
C00410,Cajero Virtual,2025-02-01,2392
C00359,Web,2025-04-07,484
C00673,Web,2025-04-29,3593
C00416,Web,2024-12-06,388
C00182,Cajero Virtual,2024-12-15,1789
C00921,Web,2025-05-17,545
C00792,Web,2024-12-07,2907
C00936,Web,2025-04-28,2966
C00667,App,2024-07-23,2747
C00814,App,2025-06-20,3083
C00726,Cajero Virtual,2024-07-12,581
C00340,Cajero Virtual,2025-02-24,1162
C00353,Cajero Virtual,2024-08-05,131
C00069,Web,2025-06-04,3471
C00477,Cajero Virtual,2025-02-20,3323
C00325,App,2024-10-13,1659
C00494,Web,2025-04-23,366
C00295,Web,2024-12-12,421
C00209,Cajero Virtual,2025-01-29,424
C00157,Web,2025-02-12,1809
C00075,Web,2025-04-02,1779
C00854,App,2024-07-11,2210
C00287,App,2024-09-28,95
C00231,Web,2024-09-02,1186
C00577,Cajero Virtual,2025-03-05,835
C00271,App,2025-03-05,1820
C00083,Web,2025-05-10,3433
C00586,Cajero Virtual,2024-08-13,3301
C00265,App,2025-01-10,1140
C00269,Cajero Virtual,2024-08-27,2269
C00888,Web,2025-03-27,463
C00301,Cajero Virtual,2024-07-18,931
C00090,Cajero Virtual,2025-04-03,681
C00902,Cajero Virtual,2025-06-25,3387
C00360,App,2024-11-19,1354
C00300,Web,2025-04-01,657
C00002,Web,2024-12-01,2334
C00413,Web,2024-10-23,1206
C00176,App,2024-07-02,2868
C00125,Web,2024-08-04,456
C00780,App,2024-11-19,919
C00727,Web,2025-05-16,275
C00882,App,2024-09-29,2085
C00579,App,2024-08-27,2491
C00178,Web,2025-06-10,875
C00779,Cajero Virtual,2024-11-16,3108
C00005,App,2025-01-22,68
C00813,App,2025-02-20,1434
C00714,Web,2024-07-20,2031
C00117,Web,2024-08-03,360
C00431,App,2024-12-09,3193
C00390,Web,2024-07-09,2765
C00848,Web,2025-05-14,948
C00479,Cajero Virtual,2025-05-21,2530
C00471,App,2024-08-18,2337
C00350,App,2025-04-27,1902
C00744,Web,2025-02-23,2138
C00084,App,2025-05-18,2260
C00601,Web,2025-06-21,575
C00227,Web,2024-12-02,1096
C00453,Cajero Virtual,2025-05-17,2896
C00447,Cajero Virtual,2025-02-03,1989
C00111,Cajero Virtual,2024-07-14,290
C00323,App,2024-09-08,2415
C00943,App,2025-01-06,2075
C00930,Cajero Virtual,2024-11-07,2468
C00524,Web,2024-11-25,2948
C00539,App,2024-07-03,1386
C00965,Cajero Virtual,2024-11-14,1589
C00105,App,2024-11-14,1778
C00086,Web,2024-07-03,1479
C00964,Cajero Virtual,2024-10-13,805
C00503,App,2025-01-11,612
C00506,Web,2024-12-16,472
C00885,App,2024-11-28,1970
C00156,App,2025-04-20,369
C00711,Web,2025-02-28,3398
C00496,Web,2025-01-29,410
C00941,App,2025-06-16,1626
C00994,Cajero Virtual,2024-12-15,3575
C00386,Cajero Virtual,2024-10-01,3097
C00649,Web,2025-06-22,161
C00463,Web,2024-10-25,3267
C00543,Web,2024-12-15,1737
C00676,App,2025-01-22,3493
C00113,Web,2024-08-31,2726
C00873,Web,2024-07-30,1758
C00783,Cajero Virtual,2024-09-03,13
C00865,Web,2024-11-28,3479
C00446,App,2025-02-08,1987
C00287,Cajero Virtual,2025-05-02,1879
C00923,Web,2024-09-10,3427
C00770,Cajero Virtual,2024-08-09,3318
C00201,Web,2025-06-17,2136
C00811,Cajero Virtual,2024-10-16,439
C00883,App,2025-06-17,421
C00379,Cajero Virtual,2025-03-29,1676
C00513,App,2024-12-03,3328
C00723,Web,2024-12-06,1300
C00265,App,2025-02-14,1031
C00188,Web,2025-05-18,500
C00898,Cajero Virtual,2024-09-29,246
C00357,App,2025-01-30,346
C00241,Web,2024-08-23,3276
C00954,Web,2024-07-21,3554
C00193,App,2024-06-30,1776
C00110,Web,2025-01-21,480
C00908,Cajero Virtual,2025-01-03,1118
C00951,Cajero Virtual,2024-10-24,2946
C00986,Web,2024-06-30,1334
C00906,Cajero Virtual,2025-06-05,2568
C00499,App,2025-06-16,1953
C00623,Web,2024-07-03,2478
C00065,Web,2025-05-30,170
C00065,App,2024-09-12,119
C00317,App,2024-10-15,758
C00747,Cajero Virtual,2025-03-05,1758
C00095,Web,2024-11-03,2111
C00459,Cajero Virtual,2025-03-12,3189
C00709,Web,2025-06-05,109
C00803,Cajero Virtual,2025-02-02,746
C00395,Cajero Virtual,2025-01-24,1517
C00196,Cajero Virtual,2024-09-06,2765
C00550,Web,2024-09-21,1624
C00882,Web,2025-01-17,417
C00039,Web,2025-04-01,1349
C00149,Web,2024-10-01,2940
C00376,Web,2025-05-22,3312
C00676,Web,2025-02-26,710
C00366,Web,2024-07-02,3588
C00732,Web,2024-09-28,618
C00456,App,2024-09-05,252
C00276,Cajero Virtual,2024-08-25,3258
C00555,App,2024-10-29,738
C00510,Web,2024-07-08,1437
C00238,App,2024-09-07,2552
C00405,App,2025-02-26,2202
C00163,Cajero Virtual,2024-07-15,2272
C00320,Web,2025-01-29,598
C00619,App,2025-05-28,1577
C00800,Cajero Virtual,2024-12-11,2894
C00804,Cajero Virtual,2024-07-26,1442
C00617,Web,2024-10-17,1509
C00069,App,2024-07-22,684
